Country,Locality,Site_ID,Site_original,Site_Revised,Plot,Plot_Original,Transect,GPS_Waypoint,Latitude,Longitude,Day,Month,Year,Season,MaxCan,MinCan,MeanCan,MaxVis,MeanVis,TreeS,TreeM,TreeL,TreeTotal,Site_Type_Major,Site_Type_Minor,Transect_Type,Notes
Zambia,Chitokoloki,8CHI20_8_26112021,8CHI20,8CHI20,2,8,T2_261121,0327 08,-13.839,23.232,26,11,2021,Season 2,10,0,5,30,20,10,0,0,10,Agriculture,Agriculture,Agriculture,Open secondary miombo adjacent to old open fields;  Moderate fire impact; Signs of logging
Zambia,Chitokoloki,8CHI20_9_26112021,8CHI20,8CHI20,3,9,T2_261121,0327 09,-13.840,23.233,26,11,2021,Season 2,10,0,5,30,20,15,0,0,15,Agriculture,Agriculture,Agriculture, Open secondary miombo near old fields with moderate fire impact
Zambia,Chitokoloki,8CHI20_10_26112021,8CHI20,8CHI20,4,10,T2_261121,0327 10,-13.841,23.234,26,11,2021,Season 2,10,5,10,40,30,15,1,0,16,Agriculture,Agriculture,Agriculture, Open secondary miombo near old fields; Small to moderate fire impact
Zambia,Chitokoloki,8CHI20_11_26112021,8CHI20,8CHI20,5,11,T2_261121,0327 11,-13.841,23.237,26,11,2021,Season 2,10,0,5,70,40,15,0,0,15,Agriculture,Agriculture,Agriculture, Open secondary miombo by old and active cassava fields; Moderate fire impact
Zambia,Chitokoloki,8CHI20_12_26112021,8CHI20,8CHI20,6,12,T2_261121,0327 12,-13.842,23.238,26,11,2021,Season 2,15,5,10,70,40,7,1,0,8,Agriculture,Agriculture,Agriculture, Open secondary miombo around active maize and cassava fields; Moderate fire impact but no signs of selective logging
Zambia,Chitokoloki,5CHI21_1_27112021,5CHI21,5CHI21,1,1,T1_271121,0408 01,-13.833,23.211,27,11,2021,Season 2,15,0,10,3000,100,0,0,1,1,Agriculture,Agriculture,Agriculture, Lawn with scattered tall trees at edge of hospital complex; No fire damage
Zambia,Chitokoloki,5CHI21_2_27112021,5CHI21,5CHI21,2,2,T1_271121,0408 02,-13.832,23.210,27,11,2021,Season 2,10,0,5,70,50,10,0,0,10,Agriculture,Agriculture,Agriculture, Secondary growth with large cleared areas close to settlements; Minimal fire impact
Zambia,Chitokoloki,5CHI21_3_27112021,5CHI21,5CHI21,3,3,T1_271121,0408 03,-13.830,23.209,27,11,2021,Season 2,10,0,0,500,200,0,0,0,0,Agriculture,Agriculture,Agriculture, Floodplain of Zambezi river with strip of secondary woodland and adjacent old fields
Zambia,Chitokoloki,5CHI21_4_27112021,5CHI21,5CHI21,4,4,T1_271121,0408 04,-13.827,23.210,27,11,2021,Season 2,10,0,0,1000,600,3,0,0,3,Agriculture,Agriculture,Agriculture, Floodplain of Zambezi with strip of secondary growth woodland and adjacent old fields
Zambia,Chitokoloki,5CHI22_5_27112021,5CHI21,5CHI22,5,5,T1_271121,0408 05,-13.825,23.211,27,11,2021,Season 2,10,0,0,2000,1000,1,0,0,1,Agriculture,Agriculture,Agriculture, Floodplain of Zambezi river with strips of secondary growth trees and adjacent old fields
Zambia,Chitokoloki,5CHI22_6_27112021,5CHI21,5CHI22,6,6,T1_271121,0408 06,-13.824,23.212,27,11,2021,Season 2,10,0,0,1000,600,15,0,0,15,Agriculture,Agriculture,Agriculture," Floodplain of the Zambezi river, with strip of small trees and old fields beyond"
Zambia,Chitokoloki,6CHI22_7_27112021,6CHI22,6CHI22,1,7,T1_271121,0408 07,-13.823,23.213,27,11,2021,Season 2,5,0,0,2000,1000,2,0,0,2,Agriculture,Agriculture,Agriculture, Floodplain of Zambezi river with old fields
Zambia,Chitokoloki,13CHI10_1_28112021,13CHI10,13CHI10,1,1,T1_281121,0328 01,-13.924,23.278,28,11,2021,Season 2,15,0,10,200,100,15,0,0,15,Forest,Forest,Forest, Edge of dambo next to open miombo woodland; Some small trees cut down and moderate fire impact
Zambia,Chitokoloki,13CHI10_2_28112021,13CHI10,13CHI10,2,2,T1_281121,0328 02,-13.926,23.279,28,11,2021,Season 2,15,10,15,50,40,20,2,0,22,Forest,Forest,Forest, Open miombo woodland with no signs of logging and small to medium fire impact
Zambia,Chitokoloki,13CHI10_3_28112021,13CHI10,13CHI10,3,3,T1_281121,0328 03,-13.928,23.279,28,11,2021,Season 2,15,0,10,60,40,20,0,0,20,Forest,Forest,Forest,Perhaps an early assembling mixed species flock; Open miombo woodland with clearings due to timber extractions; Medium fire impact
Zambia,Chitokoloki,13CHI10_4_28112021,13CHI10,13CHI10,4,4,T1_281121,0328 04,-13.930,23.279,28,11,2021,Season 2,15,0,15,60,40,10,1,0,11,Forest,Forest,Forest, Open miombo woodland with some natural clearings and young secondary growth; No signs of logging and small to medium fire impact
Zambia,Chitokoloki,13CHI10_5_28112021,13CHI10,13CHI10,5,5,T1_281121,0328 05,-13.931,23.279,28,11,2021,Season 2,20,10,15,60,40,10,2,0,12,Forest,Forest,Forest,Good mixed species flock moving through;  Open miombo with tall trees and open understory;  No signs of logging and minimal fire damage
Zambia,Chitokoloki,13CHI9_6_28112021,13CHI10,13CHI9,6,6,T1_281121,0328 06,-13.933,23.279,28,11,2021,Season 2,15,5,15,60,50,15,0,1,16,Forest,Forest,Forest, Open miombo woodland with small to medium fire impact and no sign of logging
Zambia,Chitokoloki,13CHI9_7_28112021,13CHI9,13CHI9,1,7,T2_281121,0328 07,-13.935,23.279,28,11,2021,Season 2,15,10,15,50,40,18,2,0,20,Forest,Forest,Forest, Open miombo woodland with no signs of logging and medium fire impact
Zambia,Chitokoloki,13CHI9_8_28112021,13CHI9,13CHI9,2,8,T2_281121,0328 08,-13.937,23.279,28,11,2021,Season 2,15,0,15,60,40,10,0,1,11,Forest,Forest,Forest,Open miombo with small natural clearing of young secondary growth;  No signs of logging; Medium fire impact
Zambia,Chitokoloki,13CHI9_9_28112021,13CHI9,13CHI9,3,9,T2_281121,0328 09,-13.939,23.280,28,11,2021,Season 2,20,0,15,70,50,5,0,2,7,Forest,Forest,Forest, Mosaic of open miombo with tall trees and cleared sandy burned area with young secondary growth; No signs of logging but medium to locally strong fire impact
Zambia,Chitokoloki,13CHI9_10_28112021,13CHI9,13CHI9,4,10,T2_281121,0328 10,-13.940,23.280,28,11,2021,Season 2,15,0,10,50,40,10,1,0,11,Forest,Forest,Forest, Mosaic of open miombo woodland and some young secondary growth; No logging signs and small to medium fire impact
Zambia,Chitokoloki,13CHI8_11_28112021,13CHI9,13CHI8,5,11,T2_281121,0328 11,-13.942,23.279,28,11,2021,Season 2,15,0,10,60,40,8,0,1,9,Forest,Forest,Forest,Open miombo with large area without trees possibly due to fire damage;  Young secondary growth in clearing; Mosaic of primary and young secondary; Strong fire impact but no signs of logging
Zambia,Chitokoloki,13CHI8_12_28112021,13CHI9,13CHI8,6,12,T2_281121,0328 12,-13.944,23.279,28,11,2021,Season 2,20,0,15,60,50,10,0,0,10,Forest,Forest,Forest, Open miombo woodland with some clearings in canopy; No signs of logging and small amount of fire damage
Zambia,Chitokoloki,7CHI13_1_29112021,7CHI13,7CHI13,1,1,T1_291121,0331 01,-13.904,23.228,29,11,2021,Season 2,15,0,5,100,50,4,1,0,5,Agriculture,Agriculture,Agriculture,Young secondary growth at edge of road transitioning into old and active agricultural fields;  Some scattered taller trees still present; Signs of logging and moderate fire damage
Zambia,Chitokoloki,7CHI13_2_29112021,7CHI13,7CHI13,2,2,T1_291121,0331 02,-13.905,23.226,29,11,2021,Season 2,15,0,5,700,200,10,1,0,11,Agriculture,Agriculture,Agriculture,Active cassava fields with adjacent secondary growth and strips of taller trees;  Lots of bird activity here in the morning; Signs of logging and minimal fire damage
Zambia,Chitokoloki,7CHI13_3_29112021,7CHI13,7CHI13,3,3,T1_291121,0331 03,-13.905,23.224,29,11,2021,Season 2,10,0,5,100,50,5,0,0,5,Agriculture,Agriculture,Agriculture, Edge of old and active cassava fields with scattered taller trees and secondary growth; Signs of logging and moderate fire damage
Zambia,Chitokoloki,7CHI12_4_29112021,7CHI13,7CHI12,4,4,T1_291121,0331 04,-13.906,23.223,29,11,2021,Season 2,15,0,5,1000,100,0,0,0,0,Agriculture,Agriculture,Agriculture, Old and active fields at edge of village with secondary growth and scattered taller trees; Signs of logging and moderate fire damage
Zambia,Chitokoloki,6CHI12_5_29112021,7CHI13,6CHI12,5,5,T1_291121,0331 05,-13.907,23.221,29,11,2021,Season 2,10,0,0,200,100,0,0,0,0,Agriculture,Agriculture,Agriculture,Point count done first in morning to make route more efficient; Edge of village with active cultivation; Scattered taller trees and secondary growth at edge
Zambia,Chitokoloki,7CHI13_6_29112021,7CHI13,7CHI13,6,6,T1_291121,0331 06,-13.904,23.230,29,11,2021,Season 2,10,0,0,50,30,5,0,0,5,Agriculture,Agriculture,Agriculture, Edge of active cassava field transitioning into secondary growth scrub; Signs of logging and moderate fire damage
Zambia,Chitokoloki,8CHI13_7_29112021,8CHI13,8CHI13,1,7,T2_291121,0331 07,-13.903,23.231,29,11,2021,Season 2,10,0,5,300,40,4,2,1,7,Forest Edge,Agriculture,Forest Edge, Secondary growth miombo adjacent to active cassava field; Signs of logging and moderate fire damage
Zambia,Chitokoloki,8CHI13_8_29112021,8CHI13,8CHI13,2,8,T2_291121,0331 08,-13.902,23.233,29,11,2021,Season 2,10,5,10,70,30,25,0,0,25,Forest Edge,Agriculture,Forest Edge, Transition between open miombo woodland and old secondary growth clearing; Signs of logging in clearing and moderate fire damage
Zambia,Chitokoloki,8CHI13_9_29112021,8CHI13,8CHI13,3,9,T2_291121,0331 09,-13.902,23.235,29,11,2021,Season 2,15,0,10,60,40,25,0,0,25,Forest Edge,Agriculture,Forest Edge, Transition between open miombo woodland and old secondary growth from clearing; Signs of logging and moderate fire damage
Zambia,Chitokoloki,8CHI13_10_29112021,8CHI13,8CHI13,4,10,T2_291121,0331 10,-13.901,23.236,29,11,2021,Season 2,15,0,10,50,30,10,0,1,11,Forest Edge,Agriculture,Forest Edge,Secondary growth at edge of miombo woodland;  Clearing possibly from very old field or logging; Moderate fire damage; Signs of logging
Zambia,Chitokoloki,8CHI13_11_29112021,8CHI13,8CHI13,5,11,T2_291121,0331 11,-13.900,23.238,29,11,2021,Season 2,15,0,5,40,30,15,0,0,15,Forest Edge,forest,Forest Edge, Edge of primary miombo woodland transitioning to secondary growth with signs of logging and moderate fire damage
Zambia,Chitokoloki,9CHI13_12_29112021,8CHI13,9CHI13,6,12,T2_291121,0331 12,-13.899,23.240,29,11,2021,Season 2,15,0,10,40,30,5,0,1,6,Forest,Forest,Forest Edge, Mostly primary miombo with area of young secondary growth after clearing for logging; Strong fire impact
Zambia,Chitokoloki,8CHI7_1_30112021,8CHI7,8CHI7,1,1,T1_301121,0330 01,-13.956,23.231,30,11,2021,Season 2,10,0,5,30,20,30,1,0,31,Forest Edge,Agriculture,Forest Edge, Well developed secondary growth miombo at edge of cultivation with old and active cassava fields; Moderate fire damage and signs of logging
Zambia,Chitokoloki,8CHI7_2_30112021,8CHI7,8CHI7,2,2,T1_301121,0330 02,-13.956,23.233,30,11,2021,Season 2,10,0,5,40,30,15,0,0,15,Forest Edge,Agriculture,Forest Edge, Secondary growth miombo at edge of old and active cassava fields; Signs of logging and strong fire impact
Zambia,Chitokoloki,8CHI7_3_30112021,8CHI7,8CHI7,3,3,T1_301121,0330 03,-13.957,23.234,30,11,2021,Season 2,15,0,10,300,100,10,0,1,11,Forest Edge,Forest,Forest Edge, Transition between open miombo and cultivated land with old and active cassava fields; Signs of logging and moderate fire impact
Zambia,Chitokoloki,8CHI7_4_30112021,8CHI7,8CHI7,4,4,T1_301121,0330 04,-13.957,23.236,30,11,2021,Season 2,15,5,10,40,30,15,0,0,15,Forest Edge,Forest,Forest Edge, Open miombo woodland with some areas of secondary growth; Signs of logging and moderate fire impact
Zambia,Chitokoloki,8CHI7_5_30112021,8CHI7,8CHI7,5,5,T1_301121,0330 05,-13.957,23.238,30,11,2021,Season 2,15,15,15,50,40,5,2,0,7,Forest Edge,Forest,Forest Edge, Open primary miombo woodland; Signs of logging and minimal to moderate fire impact
Zambia,Chitokoloki,9CHI7_6_30112021,8CHI7,9CHI7,6,6,T1_301121,0330 06,-13.957,23.240,30,11,2021,Season 2,20,15,15,60,40,10,1,0,11,Forest,Forest,Forest Edge, Open primary miombo woodland; Signs of logging and minimal to moderate fire damage
Zambia,Chitokoloki,9CHI7_7_30112021,9CHI7,9CHI7,1,7,T2_301121,0330 07,-13.957,23.242,30,11,2021,Season 2,15,10,15,50,40,10,2,0,12,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,9CHI7_8_30112021,9CHI7,9CHI7,2,8,T2_301121,0330 08,-13.957,23.243,30,11,2021,Season 2,20,15,15,50,30,8,2,0,10,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,9CHI7_9_30112021,9CHI7,9CHI7,3,9,T2_301121,0330 09,-13.957,23.245,30,11,2021,Season 2,20,15,15,50,40,15,0,0,15,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,9CHI7_10_30112021,9CHI7,9CHI7,4,10,T2_301121,0330 10,-13.957,23.247,30,11,2021,Season 2,20,15,15,50,40,10,2,1,13,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,10CHI7_11_30112021,9CHI7,10CHI7,5,11,T2_301121,0330 11,-13.957,23.249,30,11,2021,Season 2,20,15,15,60,40,10,4,0,14,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,10CHI7_12_30112021,9CHI7,10CHI7,6,12,T2_301121,0330 12,-13.957,23.251,30,11,2021,Season 2,15,10,15,50,40,8,2,0,10,Forest,Forest,Forest, Open primary miombo woodland; No sign of logging and minimal fire damage
Zambia,Chitokoloki,16CHI20_1_1122021,16CHI20,16CHI20,1,1,T1_11221,0401 01,-13.843,23.305,1,12,2021,Season 2,10,0,5,70,50,3,1,0,4,Forest Edge,Agriculture,Forest Edge, Secondary growth miombo at edge of dambo adjacent to old cassava fields; Signs of logging and moderate fire impact
Zambia,Chitokoloki,16CHI20_2_1122021,16CHI20,16CHI20,2,2,T1_11221,0401 02,-13.842,23.306,1,12,2021,Season 2,15,0,5,70,50,15,1,0,16,Forest Edge,Agriculture,Forest Edge,Edge of dry dambo with scattered trees and adjacent to old fields and secondary growth;  Close to primary miombo woodland; Signs of logging and moderate fire damage
Zambia,Chitokoloki,16CHI20_3_1122021,16CHI20,16CHI20,3,3,T1_11221,0401 03,-13.842,23.308,1,12,2021,Season 2,10,0,5,60,40,20,1,0,21,Forest Edge,Agriculture,Forest Edge, Edge of dry dambo near settlement with strip of old secondary growth adjacent to primary woodland
Zambia,Chitokoloki,16CHI20_4_1122021,16CHI20,16CHI20,4,4,T1_11221,0401 04,-13.841,23.310,1,12,2021,Season 2,10,0,5,70,40,7,0,0,7,Forest Edge,Agriculture,Forest Edge, Dry dambo at edge of small settlement and active cassava fields adjacent to primary miombo woodland
Zambia,Chitokoloki,17CHI20_5_1122021,16CHI20,17CHI20,5,5,T1_11221,0401 05,-13.841,23.312,1,12,2021,Season 2,15,0,10,70,50,5,0,0,5,Forest Edge,Agriculture,Forest Edge, Edge of dry dambo transitioning into open miombo woodland
Zambia,Chitokoloki,17CHI20_6_1122021,16CHI20,17CHI20,6,6,T1_11221,0401 06,-13.841,23.313,1,12,2021,Season 2,15,0,10,70,50,7,3,2,12,Forest Edge,Agriculture,Forest Edge, Active cassava fields and secondary growth at edge of primary open miombo woodland; Signs of logging and moderate fire damage
Zambia,Chitokoloki,17CHI20_7_1122021,17CHI20,17CHI20,1,7,T2_11221,0401 07,-13.840,23.315,1,12,2021,Season 2,15,5,10,80,50,10,3,0,13,Forest Edge,Forest,Forest Edge, Open miombo woodland with lots of wild ginger in the understory; Signs of logging and moderate fire impact
Zambia,Chitokoloki,17CHI20_8_1122021,17CHI20,17CHI20,2,8,T2_11221,0401 08,-13.840,23.317,1,12,2021,Season 2,15,10,10,80,50,5,1,1,7,Forest Edge,Forest,Forest Edge, Open miombo woodland with much wild ginger and signs of logging; Moderate fire impact
Zambia,Chitokoloki,17CHI20_9_1122021,17CHI20,17CHI20,3,9,T2_11221,0401 09,-13.840,23.319,1,12,2021,Season 2,15,0,10,60,40,1,1,0,2,Forest Edge,Agriculture,Forest Edge," Secondary growth on former cassava field at age edge of open primary miombo woodland; Signs of logging, moderate fire damage"
Zambia,Chitokoloki,18CHI20_10_1122021,17CHI20,18CHI20,4,10,T2_11221,0401 10,-13.839,23.321,1,12,2021,Season 2,15,0,10,60,40,15,0,0,15,Forest Edge,Forest,Forest Edge, Edge of miombo woodland transitioning to more open area near drainage line; Signs of logging and moderate fire damage
Zambia,Chitokoloki,18CHI20_11_1122021,17CHI20,18CHI20,5,11,T2_11221,0401 11,-13.838,23.322,1,12,2021,Season 2,15,0,10,60,40,10,0,1,11,Forest Edge,Forest,Forest Edge, Edge of miombo woodland transitioning to more open area near drainage line; Signs of logging and moderate fire damage
Zambia,Chitokoloki,18CHI20_12_1122021,17CHI20,18CHI20,6,12,T2_11221,0401 12,-13.837,23.323,1,12,2021,Season 2,15,5,10,50,30,10,1,0,11,Forest Edge,Forest,Forest Edge, Open miombo on slope leading down to drainage line with relatively small trees; No signs of logging and moderate fire impact
Zambia,Chitokoloki,14CHI19_1_2122021,,14CHI19,1,1,T1_21221,1202 01,-13.846,23.291,2,12,2021,Season 2,10,0,5,70,50,6,1,0,7,Forest Edge,Agriculture,Forest Edge, Edge of a small dambo transitioning to open miombo woodland with some Cryptosepalum elements; Signs of logging and moderate fire damage
Zambia,Chitokoloki,14CHI19_2_2122021,,14CHI19,2,2,T1_21221,1202 02,-13.848,23.290,2,12,2021,Season 2,15,10,10,50,30,30,2,0,32,Forest Edge,Forest,Forest Edge,Edge of small Cryptosepalum type vegetation with dense understory transitioning to miombo woodland;  No signs of logging in the immediate vicinity; Moderate fire damage
Zambia,Chitokoloki,14CHI19_3_2122021,,14CHI19,3,3,T1_21221,1202 03,-13.850,23.290,2,12,2021,Season 2,15,10,15,50,40,7,0,0,7,Forest Edge,Forest,Forest Edge, Open miombo woodland with signs of logging and moderate fire damage
Zambia,Chitokoloki,14CHI19_4_2122021,,14CHI19,4,4,T1_21221,1202 04,-13.851,23.290,2,12,2021,Season 2,15,10,15,60,40,5,2,0,7,Forest Edge,Forest,Forest Edge, Open miombo woodland with signs of logging and moderate fire impact
Zambia,Chitokoloki,14CHI18_5_2122021,,14CHI18,5,5,T1_21221,1202 05,-13.853,23.289,2,12,2021,Season 2,15,0,10,60,40,8,3,0,11,Forest,Forest,Forest Edge, Open miombo woodland with some cleared areas with very open canopy; Moderate fire damage and signs of logging
Zambia,Chitokoloki,14CHI18_6_2122021,,14CHI18,6,6,T1_21221,1202 06,-13.855,23.288,2,12,2021,Season 2,15,10,10,50,40,20,0,0,20,Forest,Forest,Forest Edge," Open miombo woodland with strong fire damage, the trunks of many trees being blackened; Signs of logging"
Zambia,Chitokoloki,14CHI18_7_2122021,,14CHI18,1,7,T2_21221,1202 07,-13.856,23.287,2,12,2021,Season 2,15,5,15,60,40,10,0,2,12,Forest,Forest,Forest, Open miombo woodland with signs of logging and moderate fire impact
Zambia,Chitokoloki,14CHI18_8_2122021,,14CHI18,2,8,T2_21221,1202 08,-13.858,23.286,2,12,2021,Season 2,15,0,15,60,50,10,4,2,16,Forest,Forest,Forest, Open miombo woodland with signs of logging and moderate fire impact
Zambia,Chitokoloki,14CHI18_9_2122021,,14CHI18,3,9,T2_21221,1202 09,-13.859,23.285,2,12,2021,Season 2,15,0,15,60,50,12,5,0,17,Forest,Forest,Forest, Open miombo woodland with signs of logging and fire impact
Zambia,Chitokoloki,13CHI18_10_2122021,,13CHI18,4,10,T2_21221,1202 10,-13.861,23.284,2,12,2021,Season 2,15,0,10,50,40,10,1,1,12,Forest,Forest,Forest, Open miombo woodland with signs of logging and moderate fire impact
Zambia,Chitokoloki,13CHI17_11_2122021,,13CHI17,5,11,T2_21221,1202 11,-13.862,23.282,2,12,2021,Season 2,15,0,10,60,40,15,1,1,17,Forest,Forest,Forest, Open miombo woodland with some signs of logging and high fire impact
Zambia,Chitokoloki,13CHI17_12_2122021,,13CHI17,6,12,T2_21221,1202 12,-13.864,23.281,2,12,2021,Season 2,15,0,10,60,40,10,3,1,14,Forest,Forest,Forest, Open miombo woodland with small clearings; Signs of logging and high fire impact
Zambia,Chitokoloki,10CHI31_1_3122021,10CHI31,10CHI31,1,1,T1_31221,0405 01,-13.744,23.250,3,12,2021,Season 2,15,0,5,100,60,2,0,0,2,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth; Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,10CHI31_2_3122021,10CHI31,10CHI31,2,2,T1_31221,0405 02,-13.743,23.252,3,12,2021,Season 2,15,0,10,NA,NA,2,0,0,2,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,10CHI31_3_3122021,10CHI31,10CHI31,3,3,T1_31221,0405 03,-13.742,23.253,3,12,2021,Season 2,15,0,5,NA,NA,4,0,0,4,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,10CHI31_4_3122021,10CHI31,10CHI31,4,4,T1_31221,0405 04,-13.741,23.255,3,12,2021,Season 2,15,0,10,NA,NA,NA,NA,NA,NA,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,10CHI31_5_3122021,10CHI31,10CHI31,5,5,T1_31221,0405 05,-13.740,23.256,3,12,2021,Season 2,15,0,10,NA,NA,1,0,0,1,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,10CHI31_6_3122021,10CHI31,10CHI31,6,6,T1_31221,0405 06,-13.739,23.257,3,12,2021,Season 2,15,0,10,NA,NA,7,0,0,7,Agriculture,Agriculture,Agriculture, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI31_7_3122021,11CHI32,11CHI31,1,7,T2_31221,0405 07,-13.737,23.258,3,12,2021,Season 2,15,0,10,NA,NA,3,1,0,4,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI31_8_3122021,11CHI32,11CHI31,2,8,T2_31221,0405 08,-13.736,23.260,3,12,2021,Season 2,15,0,10,NA,NA,4,1,0,5,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI32_9_3122021,11CHI32,11CHI32,3,9,T2_31221,0405 09,-13.735,23.261,3,12,2021,Season 2,15,0,10,NA,NA,10,0,0,10,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI32_10_3122021,11CHI32,11CHI32,4,10,T2_31221,0405 10,-13.733,23.262,3,12,2021,Season 2,15,0,10,NA,NA,1,1,0,2,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI32_11_3122021,11CHI32,11CHI32,5,11,T2_31221,0405 11,-13.732,23.263,3,12,2021,Season 2,15,0,10,NA,NA,3,0,0,3,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,11CHI32_12_3122021,11CHI32,11CHI32,6,12,T2_31221,0405 12,-13.730,23.265,3,12,2021,Season 2,15,0,10,NA,NA,5,1,0,6,Forest Edge,Agriculture,Forest Edge, Strip of cleared land for cassava and maize farming adjacent to open miombo woodland and secondary growth;  Signs of logging and moderate fire damage in secondary growth area
Zambia,Chitokoloki,7CHI10_1_4122021,7CHI10,7CHI10,1,1,T1_41221,0325 01,-13.926,23.226,4,12,2021,Season 2,15,0,10,40,30,3,1,0,4,Agriculture,Agriculture,Agriculture, Edge of riverine forest with moderately dense understory transitioning to old fields and secondary growth miombo; Signs of logging and moderate fire impact
Zambia,Chitokoloki,7CHI10_2_4122021,7CHI10,7CHI10,2,2,T1_41221,0325 02,-13.926,23.228,4,12,2021,Season 2,15,0,10,60,40,8,1,2,11,Agriculture,Agriculture,Agriculture, Edge of riverine forest with moderately dense understory transitioning to secondary growth miombo and cultivated fields; Signs of logging and moderate fire impact
Zambia,Chitokoloki,7CHI10_3_4122021,7CHI10,7CHI10,3,3,T1_41221,0325 03,-13.925,23.230,4,12,2021,Season 2,15,0,10,60,40,9,1,1,11,Agriculture,Agriculture,Agriculture, Edge of riverine forest with moderately dense understory transitioning to secondary growth miombo and cultivated fields; Signs of logging and minimal fire impact
Zambia,Chitokoloki,8CHI10_4_4122021,7CHI10,8CHI10,4,4,T1_41221,0325 04,-13.924,23.231,4,12,2021,Season 2,15,0,10,70,40,5,0,0,5,Forest Edge,Agriculture,Agriculture, Mixture of open and closed secondary miombo woodland close to cultivated fields of cassava
Zambia,Chitokoloki,8CHI11_5_4122021,7CHI10,8CHI11,5,5,T1_41221,0325 05,-13.923,23.233,4,12,2021,Season 2,15,0,10,60,40,10,0,0,10,Forest Edge,Agriculture,Agriculture, Open miombo woodland with adjacent old fields; Signs of logging and moderate fire damage damage
Zambia,Chitokoloki,8CHI11_6_4122021,7CHI10,8CHI11,6,6,T1_41221,0325 06,-13.923,23.235,4,12,2021,Season 2,15,0,10,60,30,8,2,0,10,Forest Edge,Agriculture,Agriculture, Strip of secondary growth miombo adjacent to cultivated fields; Signs of logging and minimal to moderate fire damage
Zambia,Chitokoloki,8CHI11_7_4122021,8CHI10,8CHI11,1,7,T2_41221,0325 07,-13.923,23.237,4,12,2021,Season 2,15,0,10,60,40,7,0,0,7,Forest Edge,Agriculture,Agriculture, Open miombo woodland with small flooded grassland; Signs of logging and moderate fire impact
Zambia,Chitokoloki,8CHI11_8_4122021,8CHI10,8CHI11,2,8,T2_41221,0325 08,-13.923,23.239,4,12,2021,Season 2,15,0,5,80,50,8,1,1,10,Forest Edge,Agriculture,Agriculture, Secondary growth miombo at the edge of cultivated cassava fields; Signs of logging and moderate fire impact
Zambia,Chitokoloki,8CHI12_9_4122021,8CHI10,8CHI12,3,9,T2_41221,0325 09,-13.922,23.241,4,12,2021,Season 2,15,0,10,70,50,2,1,0,3,Agriculture,Agriculture,Agriculture, Cultivated maize fields with strip of secondary growth miombo and adjacent to areas of taller miombo; Signs of logging and moderate fire impact
Zambia,Chitokoloki,8CHI12_10_4122021,8CHI10,8CHI12,4,10,T2_41221,0325 10,-13.922,23.242,4,12,2021,Season 2,15,0,10,80,50,10,2,1,13,Agriculture,Agriculture,Agriculture, Secondary growth miombo at edge of cultivated cassava field; Signs of logging and moderate fire damage
